Movie_Title,Director_Name,IMDB_score,Actor_1,Actor_2,Actor_3,Gross_Revenue,Budget,Total_Facebook_Likes,Country
Live and Let Die,Guy Hamilton,6.8,Yaphet Kotto,Geoffrey Holder,Clifton James,35400000.0,7000000.0,0,UK
My Dog Skip,Jay Russell,7.0,Clint Howard,Frankie Muniz,Cody Linley,34099640.0,5000000.0,0,USA
Jumping the Broom,Salim Akil,5.7,Gary Dourdan,Loretta Devine,Laz Alonso,37295394.0,6600000.0,0,USA
The Great Gatsby,Baz Luhrmann,7.3,Leonardo DiCaprio,Elizabeth Debicki,Steve Bisley,144812796.0,105000000.0,115000,Australia
"Good Night, and Good Luck.",George Clooney,7.5,Robert Downey Jr.,Tate Donovan,Alex Borstein,31501218.0,7500000.0,0,USA
Capote,Bennett Miller,7.4,Philip Seymour Hoffman,Michael J. Burg,Kwesi Ameyaw,28747570.0,7000000.0,0,Canada
Desperado,Robert Rodriguez,7.2,Quentin Tarantino,Steve Buscemi,Salma Hayek,25625110.0,7000000.0,0,USA
The Claim,Michael Winterbottom,6.5,Milla Jovovich,Sarah Polley,Shirley Henderson,403932.0,20000000.0,141,UK
Logan's Run,Michael Anderson,6.8,Farrah Fawcett,Jenny Agutter,Peter Ustinov,25000000.0,9000000.0,0,USA
The Man with the Golden Gun,Guy Hamilton,6.8,Christopher Lee,Hervé Villechaize,Desmond Llewelyn,21000000.0,13000000.0,2000,UK
Action Jackson,Craig R. Baxley,5.2,Bill Duke,Vanity,Carl Weathers,20257000.0,7000000.0,978,USA
The Descent,Neil Marshall,7.2,MyAnna Buring,Shauna Macdonald,Craig Conway,26005908.0,3500000.0,10000,UK
Devil's Due,Matt Bettinelli-Olpin,4.0,Zach Gilford,Allison Miller,Vanessa Ray,15818967.0,7000000.0,0,USA
Flirting with Disaster,David O. Russell,6.8,Lily Tomlin,Mary Tyler Moore,David Patrick Kelly,14891000.0,7000000.0,824,USA
The Devil's Rejects,Rob Zombie,6.9,Sid Haig,Ken Foree,Lew Temple,16901126.0,7000000.0,0,USA
Dope,Rick Famuyiwa,7.3,Kimberly Elise,Rick Fox,Kiersey Clemons,17474107.0,7000000.0,23000,USA
In Too Deep,Michael Rymer,6.1,LL Cool J,Omar Epps,Nia Long,14003141.0,7000000.0,375,USA
Skyfall,Sam Mendes,7.8,Albert Finney,Helen McCrory,Rory Kinnear,304360277.0,200000000.0,80000,UK
House of 1000 Corpses,Rob Zombie,6.0,Sid Haig,Matthew McGrory,Erin Daniels,12583510.0,7000000.0,0,USA
A Serious Man,Ethan Coen,7.0,Michael Stuhlbarg,Fred Melamed,Peter Breitmayer,9190525.0,7000000.0,10000,USA
Get Low,Aaron Schneider,7.1,Bill Murray,Robert Duvall,Bill Cobbs,9176553.0,7500000.0,0,USA
Warlock,Steve Miner,6.2,Julian Sands,Richard E. Grant,Lori Singer,9094451.0,7000000.0,0,USA
Beyond the Lights,Gina Prince-Bythewood,6.9,Minnie Driver,Nate Parker,Darryl Stephens,14612840.0,7000000.0,0,USA
A Single Man,Tom Ford,7.6,Colin Firth,Teddy Sears,Keri Lynn Pratt,9166863.0,7000000.0,16000,USA
The Last Temptation of Christ,Martin Scorsese,7.6,Irvin Kershner,Barbara Hershey,Roberts Blossom,8373585.0,7000000.0,0,USA
Outside Providence,Michael Corrente,6.4,Jonathan Brandis,George Wendt,Shawn Hatosy,7292175.0,7000000.0,0,USA
Bride & Prejudice,Gurinder Chadha,6.2,Indira Varma,Martin Henderson,Anupam Kher,6601079.0,7000000.0,0,UK
Rabbit-Proof Fence,Phillip Noyce,7.5,Roy Billing,David Gulpilil,Deborah Mailman,6165429.0,6000000.0,0,Australia
Who's Your Caddy?,Don Michael Paul,2.0,Jeffrey Jones,Faizon Love,Lil' Wayne,5694308.0,7000000.0,446,USA
Split Second,Tony Maylam,6.2,Michael J. Pollard,Alun Armstrong,Alastair Duncan,5430822.0,7000000.0,0,UK
The Other Side of Heaven,Mitch Davis,6.5,Anne Hathaway,Nathaniel Lees,Miriama Smith,4720371.0,7000000.0,650,USA
Veer-Zaara,Yash Chopra,7.9,Shah Rukh Khan,Preity Zinta,Anupam Kher,2921738.0,7000000.0,2000,India
Redbelt,David Mamet,6.8,Alice Braga,Randy Couture,Jose Pablo Cantillo,2344847.0,7000000.0,0,USA
Cyrus,Jay Duplass,6.3,Matt Walsh,Tim Guinee,Katie Aselton,7455447.0,7000000.0,0,USA
A Dog of Flanders,Kevin Brodie,6.3,Bruce McGill,Cheryl Ladd,Jack Warden,2148212.0,7000000.0,157,USA
Auto Focus,Paul Schrader,6.6,Ed Begley Jr.,Michael McKean,Kurt Fuller,2062066.0,7000000.0,357,USA
Factory Girl,George Hickenlooper,6.4,Hayden Christensen,Jimmy Fallon,Beth Grant,1654367.0,7000000.0,3000,USA
We Need to Talk About Kevin,Lynne Ramsay,7.5,Ezra Miller,Siobhan Fallon Hogan,Ashley Gerasimovich,1738692.0,7000000.0,38000,UK
The Mighty Macs,Tim Chambers,6.5,Ellen Burstyn,Marley Shelton,Jennifer Butler,1889522.0,7000000.0,797,USA
Mother and Child,Rodrigo García,7.2,Naomi Watts,Jimmy Smits,Carla Gallo,1110286.0,4825000.0,0,USA
March or Die,Dick Richards,6.3,Catherine Deneuve,Terence Hill,Jack O'Halloran,1000000.0,9000000.0,122,UK
Les visiteurs,Jean-Marie Poiré,7.0,Christian Clavier,Isabelle Nanty,Valérie Lemercier,700000.0,50000000.0,0,France
Somewhere,Sofia Coppola,6.3,Nathalie Fay,Chris Pontius,Erin Wasson,1768416.0,7000000.0,0,USA
Chairman of the Board,Alex Zamm,2.3,Taylor Negron,Raquel Welch,Larry Miller,306715.0,10000000.0,724,USA
Hesher,Spencer Susser,7.1,Joseph Gordon-Levitt,Natalie Portman,Rainn Wilson,382946.0,7000000.0,19000,USA
The Heart of Me,Thaddeus O'Sullivan,6.7,Olivia Williams,Luke Newberry,Eleanor Bron,196067.0,7000000.0,97,UK
Freeheld,Peter Sollett,6.5,Steve Carell,Josh Charles,Luke Grimes,532988.0,7000000.0,0,USA
The Extra Man,Shari Springer Berman,5.9,Lynn Cohen,Marian Seldes,Dan Hedaya,453079.0,7000000.0,916,USA
Ca$h,Stephen Milburn Anderson,6.0,Chris Hemsworth,Mike Starr,Paul Sanchez,46451.0,7000000.0,694,USA
Wah-Wah,Richard E. Grant,6.9,Emily Watson,Julie Walters,Miranda Richardson,233103.0,7000000.0,311,UK
Pale Rider,Clint Eastwood,7.3,Clint Eastwood,Chris Penn,Sydney Penny,41400000.0,6900000.0,0,USA
Dazed and Confused,Richard Linklater,7.7,Milla Jovovich,Adam Goldberg,Cole Hauser,7993039.0,6900000.0,10000,USA
Aimee & Jaguar,Max Färberböck,7.3,Heike Makatsch,Johanna Wokalek,Maria Schrader,927107.0,15000000.0,687,Germany
The Chumscrubber,Arie Posin,7.0,Rory Culkin,John Heard,Tim DeKay,49526.0,6800000.0,1000,USA
Shade,Damian Nieman,6.4,Glenn Plummer,Jason Cerbone,Mark De Alessandro,10696.0,6800000.0,413,USA
House at the End of the Street,Mark Tonderai,5.6,Jennifer Lawrence,Nolan Gerard Funk,Gil Bellows,31607598.0,6900000.0,10000,Canada
Incendies,Denis Villeneuve,8.2,Lubna Azabal,Mélissa Désormeaux-Poulin,Ahmad Massad,6857096.0,6800000.0,37000,Canada
"Remember Me, My Love",Gabriele Muccino,6.5,Laura Morante,Silvio Muccino,Giulia Michelini,223878.0,5000000.0,282,Italy
Elite Squad,José Padilha,8.1,Wagner Moura,Fernanda Machado,André Ramiro,8060.0,4000000.0,11000,Brazil
Annabelle,John R. Leonetti,5.4,Alfre Woodard,Annabelle Wallis,Gabriel Bateman,84263837.0,6500000.0,45000,USA
Bran Nue Dae,Rachel Perkins,6.3,Deborah Mailman,Magda Szubanski,Jessica Mauboy,110029.0,6500000.0,479,Australia
Boyz n the Hood,John Singleton,7.8,John Cothran,Lloyd Avery II,Na'Blonka Durden,57504069.0,6000000.0,0,USA
La Bamba,Luis Valdez,6.8,Esai Morales,Rosanna DeSoto,Danielle von Zerneck,54215416.0,6500000.0,0,USA
Dressed to Kill,Brian De Palma,7.1,Angie Dickinson,David Margulies,Nancy Allen,31899000.0,6500000.0,0,USA
The Adventures of Huck Finn,Stephen Sommers,6.2,Curtis Armstrong,Frances Conroy,Anne Heche,24103594.0,6500000.0,391,USA
Go,Doug Liman,7.3,Sarah Polley,Jay Mohr,Scott Wolf,16842303.0,6500000.0,0,USA
Friends with Money,Nicole Holofcener,5.9,Greg Germann,Marin Hinkle,Jake Cherry,13367101.0,6500000.0,515,USA
Bats,Louis Morneau,3.6,Leon,Bob Gunton,Ned Bellamy,10149779.0,6500000.0,342,USA
Nowhere in Africa,Caroline Link,7.7,Merab Ninidze,Juliane Köhler,Matthias Habich,6173485.0,7000000.0,802,Germany
Shame,Steve McQueen,7.3,Michael Fassbender,Nicole Beharie,James Badge Dale,4000304.0,6500000.0,23000,UK
Layer Cake,Matthew Vaughn,7.4,Tom Hardy,Sally Hawkins,Jamie Foreman,2338695.0,4000000.0,0,UK
The Work and the Glory II: American Zion,Sterling Van Wagenen,6.6,Emily Podleski,Eric Johnson,Brenda Strong,2024854.0,6500000.0,19,USA
The East,Zal Batmanglij,6.9,Alexander Skarsgård,Julia Ormond,Jason Ritter,2268296.0,6500000.0,12000,UK
A Home at the End of the World,Michael Mayer,6.8,Robin Wright,Matt Frewer,Sissy Spacek,1029017.0,6500000.0,1000,USA
Aberdeen,Hans Petter Moland,7.3,Charlotte Rampling,Sara-Marie Maltha,Stellan Skarsgård,64148.0,6500000.0,260,UK
The Messenger,Oren Moverman,7.2,Steve Buscemi,Yaya DaCosta,Eamonn Walker,66637.0,6500000.0,0,USA
Control,Anton Corbijn,7.7,Sam Riley,Samantha Morton,Alexandra Maria Lara,871577.0,4500000.0,13000,UK
The Terminator,James Cameron,8.1,Michael Biehn,Brian Thompson,Paul Winfield,38400000.0,6500000.0,13000,UK
Good Bye Lenin!,Wolfgang Becker,7.7,Florian Lukas,Chulpan Khamatova,Burghart Klaußner,4063859.0,4800000.0,11000,Germany
The Damned United,Tom Hooper,7.6,Stephen Graham,Mark Bazeley,Maurice Roëves,449558.0,10000000.0,0,UK
Mallrats,Kevin Smith,7.2,Ethan Suplee,Jason Mewes,Joey Lauren Adams,2122561.0,6000000.0,0,USA
Grease,Randal Kleiser,7.2,Olivia Newton-John,Stockard Channing,Sid Caesar,181360000.0,6000000.0,13000,USA
Platoon,Oliver Stone,8.1,Johnny Depp,Tom Berenger,Kevin Dillon,137963328.0,6000000.0,9000,UK
Fahrenheit 9/11,Michael Moore,7.5,Osama bin Laden,Stevie Wonder,Ricky Martin,119078393.0,6000000.0,0,USA
Butch Cassidy and the Sundance Kid,George Roy Hill,8.1,Katharine Ross,Ted Cassidy,Kenneth Mars,102308900.0,6000000.0,0,USA
Mary Poppins,Robert Stevenson,7.8,Ed Wynn,Glynis Johns,Elsa Lanchester,102300000.0,6000000.0,0,USA
Ordinary People,Robert Redford,7.8,Adam Baldwin,Elizabeth McGovern,Judd Hirsch,54800000.0,6000000.0,0,USA
Around the World in 80 Days,Frank Coraci,5.8,Jim Broadbent,Steve Coogan,Cécile De France,24004159.0,110000000.0,0,USA
West Side Story,Jerome Robbins,7.6,Rita Moreno,George Chakiris,Richard Beymer,43650000.0,6000000.0,0,USA
Caddyshack,Harold Ramis,7.4,Bill Murray,Rodney Dangerfield,Brian Doyle-Murray,39800000.0,6000000.0,0,USA
The Brothers,Gary Hardwick,6.3,Julie Benz,Tatyana Ali,Jenifer Lewis,27457409.0,6000000.0,478,USA
The Wood,Rick Famuyiwa,6.9,Omar Epps,Tamala Jones,Richard T. Jones,25047631.0,6000000.0,990,USA
The Usual Suspects,Bryan Singer,8.6,Kevin Spacey,Chazz Palminteri,Kevin Pollak,23272306.0,6000000.0,28000,USA
A Nightmare on Elm Street 5: The Dream Child,Stephen Hopkins,5.1,Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi,22168359.0,8000000.0,1000,USA
Van Wilder: Party Liaison,Walt Becker,6.4,Ryan Reynolds,Curtis Armstrong,Erik Estrada,21005329.0,6000000.0,0,Germany
The Wrestler,Darren Aronofsky,7.9,Mark Margolis,John D'Leo,Ajay Naidu,26236603.0,6000000.0,10000,USA
Duel in the Sun,King Vidor,6.9,Joseph Cotten,Lillian Gish,Jennifer Jones,20400000.0,8000000.0,403,USA
Best in Show,Christopher Guest,7.5,John Michael Higgins,Catherine O'Hara,Michael McKean,18621249.0,6000000.0,0,USA
Escape from New York,John Carpenter,7.2,Donald Pleasence,Adrienne Barbeau,Tom Atkins,25244700.0,6000000.0,0,UK
School Daze,Spike Lee,5.8,Tisha Campbell-Martin,Ossie Davis,Bill Nunn,14545844.0,6500000.0,624,USA
Daddy Day Camp,Fred Savage,2.9,Lochlyn Munro,Brian Doyle-Murray,Tamala Jones,13235267.0,6000000.0,256,USA
Mystic Pizza,Donald Petrie,6.2,Julia Roberts,Lili Taylor,Conchata Ferrell,12793213.0,6000000.0,0,USA
Sliding Doors,Peter Howitt,6.8,Jeanne Tripplehorn,Kevin McNally,John Lynch,11883495.0,9000000.0,0,UK
Tales from the Hood,Rusty Cundieff,6.1,Corbin Bernsen,Clarence Williams III,David Alan Grier,11797927.0,6000000.0,985,USA
The Last King of Scotland,Kevin Macdonald,7.7,David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,17605861.0,6000000.0,0,UK
Halloween 5,Dominique Othenin-Girard,5.2,Donald Pleasence,Tamara Glynn,Troy Evans,11642254.0,3000000.0,926,USA
Bernie,Richard Linklater,6.8,Matthew McConaughey,Brandon Smith,Rick Dial,9203192.0,5000000.0,15000,USA
Pollock,Ed Harris,7.0,John Heard,Bud Cort,Amy Madigan,8596914.0,6000000.0,0,USA
200 Cigarettes,Risa Bramon Garcia,5.9,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,6851636.0,6000000.0,0,USA
The Words,Brian Klugman,7.1,J.K. Simmons,Bradley Cooper,Olivia Wilde,11434867.0,6000000.0,21000,USA
Casa de mi Padre,Matt Piedmont,5.5,Will Ferrell,Adrian Martinez,Luis E. Carazo,5895238.0,6000000.0,9000,USA
City Island,Raymond De Felitta,7.4,Ezra Miller,Curtiss Cook,Dominik García-Lorido,6670712.0,6000000.0,0,USA
The Guard,John Michael McDonagh,7.3,Don Cheadle,Fionnula Flanagan,Wale Ojo,5359774.0,6000000.0,17000,Ireland
College,Deb Hagan,4.6,Drake Bell,Alona Tal,Haley Bennett,4693919.0,6500000.0,422,USA
The Virgin Suicides,Sofia Coppola,7.2,Kirsten Dunst,Kathleen Turner,Scott Glenn,4859475.0,6000000.0,0,USA
Miss March,Zach Cregger,5.1,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,4542775.0,6000000.0,985,USA
Wish I Was Here,Zach Braff,6.7,Jim Parsons,Josh Gad,Michael Weston,3588432.0,6000000.0,0,USA
Simply Irresistible,Mark Tarlov,5.3,Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,4394936.0,6000000.0,901,Germany
Hedwig and the Angry Inch,John Cameron Mitchell,7.8,John Cameron Mitchell,Miriam Shor,Andrea Martin,3029081.0,6000000.0,0,USA
Only the Strong,Sheldon Lettich,6.7,Antoni Corone,Ryan Bollman,Todd Susman,3273588.0,6000000.0,0,USA
Shattered Glass,Billy Ray,7.2,Hayden Christensen,Rosario Dawson,Cas Anvar,2207975.0,6000000.0,0,USA
Novocaine,David Atkins,5.8,Chelcie Ross,Lynne Thigpen,Polly Noonan,2025238.0,6000000.0,289,USA
The Wackness,Jonathan Levine,7.0,Mary-Kate Olsen,Aaron Yoo,Method Man,2077046.0,6000000.0,0,USA
Beastmaster 2: Through the Portal of Time,Sylvio Tabet,3.8,Michael Berryman,Kari Wuhrer,Marc Singer,869325.0,6000000.0,125,USA
The 5th Quarter,Rick Bieber,5.7,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,399611.0,6000000.0,0,USA
The Greatest,Shana Feste,6.7,Jennifer Ehle,Zoë Kravitz,Cara Seymour,115862.0,6000000.0,0,USA
Snow Flower and the Secret Fan,Wayne Wang,6.1,Bingbing Li,Russell Wong,Ji-hyun Jun,1346503.0,6000000.0,0,China
Come Early Morning,Joey Lauren Adams,6.2,Tim Blake Nelson,Diane Ladd,Ritchie Montgomery,117560.0,6000000.0,224,USA
Lucky Break,Peter Cattaneo,6.2,James Nesbitt,Olivia Williams,Peter McNamara,54606.0,6000000.0,30,UK
"Surfer, Dude",S.R. Bindler,4.7,Matthew McConaughey,Scott Glenn,Sarah Wright,36497.0,6000000.0,850,USA
Deadfall,Stefan Ruzowitzky,6.3,Charlie Hunnam,Olivia Wilde,Sissy Spacek,65804.0,12000000.0,0,USA
L'auberge espagnole,Cédric Klapisch,7.3,Romain Duris,Cécile De France,Iddo Goldberg,3895664.0,5300000.0,0,France
Song One,Kate Barker-Froyland,5.8,Anne Hathaway,Shawn Parsons,Li Jun Li,20200.0,6000000.0,0,USA
Murder by Numbers,Barbet Schroeder,6.1,Ryan Gosling,Chris Penn,Agnes Bruckner,31874869.0,50000000.0,0,USA
Winter in Wartime,Martin Koolhoven,7.1,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,542860.0,4000000.0,0,Netherlands
The Protector,Prachya Pinkaew,7.1,Jon Foo,Nathan Jones,Johnny Nguyen,11905519.0,200000000.0,0,Thailand
Bend It Like Beckham,Gurinder Chadha,6.7,Archie Panjabi,Parminder Nagra,Anupam Kher,32541719.0,3500159.0,0,UK
Sunshine State,John Sayles,6.9,Miguel Ferrer,Edie Falco,Timothy Hutton,3064356.0,5600000.0,160,USA
Crossover,Preston A. Whitmore II,2.1,Wesley Jonathan,Wayne Brady,Eva Marcille,7009668.0,5600000.0,244,USA
[Rec] 2,Jaume Balagueró,6.6,Jonathan D. Mellor,Pablo Rosso,Andrea Ros,27024.0,5600000.0,4000,Spain
The Sting,George Roy Hill,8.3,Eileen Brennan,Robert Shaw,Ray Walston,159600000.0,5500000.0,0,USA
Chariots of Fire,Hugh Hudson,7.2,Alice Krige,Ben Cross,John Gielgud,58800000.0,5500000.0,0,UK
Diary of a Mad Black Woman,Darren Grant,5.6,Cicely Tyson,Kimberly Elise,Tamara Taylor,50382128.0,5500000.0,0,USA
Shine,Scott Hicks,7.7,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,35811509.0,5500000.0,0,Australia
Don Jon,Joseph Gordon-Levitt,6.6,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,24475193.0,3000000.0,33000,USA
Ghost World,Terry Zwigoff,7.4,Scarlett Johansson,Steve Buscemi,T.J. Thyne,6200756.0,7000000.0,5000,USA
Iris,Richard Eyre,7.1,Kate Winslet,Jim Broadbent,Kris Marshall,1292119.0,5500000.0,0,UK
The Chorus,Christophe Barratier,7.9,Jean-Baptiste Maunier,François Berléand,Gérard Jugnot,3629758.0,5500000.0,0,France
Mambo Italiano,Émile Gaudreault,6.7,Paul Sorvino,Luke Kirby,Claudia Ferri,6239558.0,5000000.0,352,Canada
Wonderland,James Cox,6.6,Alexis Dziena,Louis Lombardi,Franky G,1056102.0,5000000.0,1000,USA
Do the Right Thing,Spike Lee,7.9,Ruby Dee,John Savage,Danny Aiello,27545445.0,6500000.0,0,USA
Harvard Man,James Toback,4.9,Sarah Michelle Gellar,Eric Stoltz,Joey Lauren Adams,56007.0,5500000.0,113,USA
Le Havre,Aki Kaurismäki,7.2,Jean-Pierre Léaud,Kati Outinen,Jean-Pierre Darroussin,611709.0,3850000.0,0,Finland
R100,Hitoshi Matsumoto,6.1,Lindsay Kay Hayward,Hitoshi Matsumoto,Shinobu Terajima,22770.0,5500000.0,543,Japan
Salvation Boulevard,George Ratliff,5.3,Jim Gaffigan,Cree Kelly,Mike Eshaq,27445.0,9000000.0,1000,USA
The Ten,David Wain,5.0,Jon Hamm,Ken Marino,Ron Silver,766487.0,5250000.0,915,USA
Headhunters,Morten Tyldum,7.6,Aksel Hennie,Synnøve Macody Lund,Julie R. Ølgaard,1196752.0,30300000.0,23000,Norway
Saint Ralph,Michael McGowan,7.6,Campbell Scott,Adam Butcher,Gordon Pinsent,795126.0,6000000.0,989,Canada
Insidious: Chapter 2,James Wan,6.6,Lin Shaye,Barbara Hershey,Leigh Whannell,83574831.0,5000000.0,35000,USA
Saw II,Darren Lynn Bousman,6.6,Emmanuelle Vaugier,Tony Nappo,Shawnee Smith,87025093.0,4000000.0,0,USA
10 Cloverfield Lane,Dan Trachtenberg,7.3,Bradley Cooper,John Gallagher Jr.,Sumalee Montano,71897215.0,15000000.0,33000,USA
Jackass: The Movie,Jeff Tremaine,6.6,Bam Margera,Steve-O,Chris Pontius,64267897.0,5000000.0,0,USA
Lights Out,David F. Sandberg,6.9,Billy Burke,Amiah Miller,Gabriel Bateman,56536016.0,4900000.0,0,USA
Paranormal Activity 3,Henry Joost,5.8,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,104007828.0,5000000.0,24000,USA
Ouija,Stiles White,4.4,Lin Shaye,Shelley Hennig,Daren Kagasoff,50820940.0,5000000.0,18000,USA
A Nightmare on Elm Street 3: Dream Warriors,Chuck Russell,6.6,John Saxon,Heather Langenkamp,Jennifer Rubin,44793200.0,4500000.0,0,USA
The Gift,Joel Edgerton,7.1,Busy Philipps,Allison Tolman,Wendell Pierce,43771291.0,5000000.0,15000,USA
Instructions Not Included,Eugenio Derbez,7.6,Eugenio Derbez,Jessica Lindsey,Hugo Stiglitz,44456509.0,5000000.0,14000,Mexico
Paranormal Activity 4,Henry Joost,4.6,Matt Shively,Brendon Eggertsen,Alisha Boe,53884821.0,5000000.0,26000,USA
The Robe,Henry Koster,6.8,Richard Burton,Jean Simmons,Victor Mature,36000000.0,5000000.0,0,USA
Freddy's Dead: The Final Nightmare,Rachel Talalay,4.9,Johnny Depp,Tom Arnold,Yaphet Kotto,34872293.0,8500000.0,963,USA
Monster,Patty Jenkins,7.3,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,34468224.0,4500000.0,0,USA
Paranormal Activity: The Marked Ones,Christopher Landon,5.0,Richard Cabral,Gloria Sandoval,Molly Ephraim,32453345.0,5000000.0,10000,USA
Dallas Buyers Club,Jean-Marc Vallée,8.0,Matthew McConaughey,Jennifer Garner,Denis O'Hare,27296514.0,5000000.0,65000,USA
The Lazarus Effect,David Gelb,5.2,Olivia Wilde,Mark Duplass,Donald Glover,25799043.0,3300000.0,0,USA
Memento,Christopher Nolan,8.5,Callum Rennie,Thomas Lennon,Jorja Fox,25530884.0,9000000.0,40000,USA
Oculus,Mike Flanagan,6.5,James Lafferty,Rory Cochrane,Garrett Ryan,27689474.0,5000000.0,23000,USA
Clerks II,Kevin Smith,7.4,Ethan Suplee,Jason Mewes,Brian O'Halloran,24138847.0,5000000.0,0,USA
Billy Elliot,Stephen Daldry,7.7,Julie Walters,Gary Lewis,Jamie Draven,21994911.0,5000000.0,0,UK
The Way Way Back,Nat Faxon,7.4,Steve Carell,Liam James,Jim Rash,21501098.0,5000000.0,22000,USA
House Party 2,George Jackson,5.1,William Schallert,Tisha Campbell-Martin,Helen Martin,19281235.0,5000000.0,232,USA
Doug's 1st Movie,Maurice Joyce,5.0,Frank Welker,Constance Shulman,Alice Playten,19421271.0,5000000.0,122,USA
The Apostle,Robert Duvall,7.2,John Beasley,Todd Allen,June Carter Cash,20733485.0,5000000.0,1000,USA
Our Idiot Brother,Jesse Peretz,6.4,Zooey Deschanel,Adam Scott,Steve Coogan,24809547.0,5000000.0,11000,USA
The Players Club,Ice Cube,5.6,Bernie Mac,Monica Calhoun,Chrystale Wilson,23031390.0,4500000.0,575,USA
O,Tim Blake Nelson,6.2,Mekhi Phifer,Andrew Keegan,John Heard,16017403.0,5000000.0,0,USA
"As Above, So Below",John Erick Dowdle,6.1,Ben Feldman,Edwin Hodge,Perdita Weeks,21197315.0,5000000.0,14000,USA
Addicted,Bille Woodruff,5.2,Boris Kodjoe,Cameron Mills,Sharon Leal,17382982.0,5000000.0,0,USA
Eve's Bayou,Kasi Lemmons,7.3,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,14821531.0,6000000.0,599,USA
Still Alice,Richard Glatzer,7.5,Kristen Stewart,Hunter Parrish,Seth Gilliam,18656400.0,5000000.0,45000,USA
Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden,4.5,Kane Hodder,Peter Mark Richman,Scott Reeves,14343976.0,5000000.0,1000,USA
My Big Fat Greek Wedding,Joel Zwick,6.6,Nia Vardalos,Louis Mandylor,Lainie Kazan,241437427.0,5000000.0,5000,USA
Spring Breakers,Harmony Korine,5.3,James Franco,Heather Morris,Rachel Korine,14123773.0,5000000.0,25000,USA
Halloween: The Curse of Michael Myers,Joe Chappelle,4.9,Donald Pleasence,Kim Darby,Mitchell Ryan,15126948.0,5000000.0,0,USA
Y Tu Mamá También,Alfonso Cuarón,7.7,Maribel Verdú,Daniel Giménez Cacho,María Aura,13622333.0,2000000.0,0,Mexico
Shaun of the Dead,Edgar Wright,8.0,Peter Serafinowicz,Dylan Moran,Rafe Spall,13464388.0,4000000.0,19000,UK
The Haunting of Molly Hartley,Mickey Liddell,3.8,Jessica Lowndes,Randy Wayne,Haley Bennett,13350177.0,5000000.0,562,USA
Lone Star,John Sayles,7.6,Matthew McConaughey,Clifton James,Miriam Colon,13269963.0,5000000.0,0,USA
Halloween 4: The Return of Michael Myers,Dwight H. Little,5.9,Donald Pleasence,Kathleen Kinmont,Ellie Cornell,17768000.0,5000000.0,0,USA
April Fool's Day,Fred Walton,6.2,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,12947763.0,5000000.0,0,USA
Diner,Barry Levinson,7.2,Steve Guttenberg,Daniel Stern,Ellen Barkin,14100000.0,5000000.0,0,USA
Lone Wolf McQuade,Steve Carver,6.3,David Carradine,William Sanderson,Robert Beltran,12200000.0,5000000.0,0,USA
Apollo 18,Gonzalo López-Gallego,5.2,Warren Christie,Ryan Robbins,Andrew Airlie,17683670.0,5000000.0,0,USA
Sunshine Cleaning,Christine Jeffs,6.9,Clifton Collins Jr.,Mary Lynn Rajskub,Paul Dooley,12055108.0,8000000.0,0,USA
No Escape,John Erick Dowdle,6.8,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,27285953.0,5000000.0,16000,USA
Fifty Shades of Black,Michael Tiddes,3.5,Fred Willard,Mike Epps,Russell Peters,11675178.0,5000000.0,11000,USA
Not Easily Broken,Bill Duke,6.1,Eddie Cibrian,Jenifer Lewis,Wood Harris,10572742.0,8000000.0,738,USA
The Perfect Match,Bille Woodruff,4.5,Donald Faison,Brandy Norwood,Lauren London,9658370.0,5000000.0,740,USA
Digimon: The Movie,Mamoru Hosoda,5.9,Lara Jill Miller,Colleen O'Shaughnessey,Mona Marshall,9628751.0,5000000.0,207,USA
Saved!,Brian Dannelly,6.9,Macaulay Culkin,Patrick Fugit,Eva Amurri Martino,8786715.0,5000000.0,0,USA
The Barbarian Invasions,Denys Arcand,7.7,Marie-Josée Croze,Stéphane Rousseau,Marina Hands,3432342.0,6000000.0,0,Canada
The Forsaken,J.S. Cardone,5.3,Brendan Fehr,Kerr Smith,Izabella Miko,6755271.0,5000000.0,327,USA
UHF,Jay Levey,7.0,Fran Drescher,Gedde Watanabe,Michael Richards,6157157.0,5000000.0,0,USA
Slums of Beverly Hills,Tamara Jenkins,6.6,Natasha Lyonne,Kevin Corrigan,Jessica Walter,5480318.0,5000000.0,462,USA
Made,Jon Favreau,6.4,Jon Favreau,Faizon Love,Jonathan Silverman,5308707.0,5000000.0,393,USA
